X,y
0.749080237694725,6.832448256711797
1.9014286128198323,12.208135713633293
1.4639878836228102,10.411700194649551
1.1973169683940732,6.999015927369474
0.31203728088487304,4.340514516586853
0.3119890406724053,4.917057774873773
0.11616722433639892,5.058730166423511
1.7323522915498704,11.143491239475704
1.2022300234864176,8.2026565145389
1.416145155592091,9.578968734375918
0.041168988591604894,4.121247060660099
1.9398197043239886,13.027849631279627
1.6648852816008435,10.79466620423718
0.4246782213565523,5.636658539896118
0.36364993441420124,4.915327221419047
0.36680901970686763,5.802690089067227
0.6084844859190754,5.340369335718025
1.0495128632644757,7.919902169724611
0.8638900372842315,6.9273420332889994
0.5824582803960838,4.448776453848301
1.223705789444759,9.41464922428837
0.27898772130408367,4.655993878700308
0.5842892970704363,5.926559941994642
0.7327236865873834,6.429031299561769
0.9121399684340719,6.1453291001199455
1.5703519227860272,10.431114291164777
0.39934756431671947,4.654023305056827
1.0284688768272232,7.340067114914497
1.184829137724085,8.762859976954415
0.09290082543999545,3.8685549840145157
1.2150897038028767,10.961634420224913
0.34104824737458306,4.879819049704754
0.13010318597055903,3.9080663205755592
1.8977710745066665,12.414409456767165
1.9312640661491187,10.737549115446551
1.6167946962329223,11.057459605715394
0.6092275383467414,6.106367901674733
0.19534422801276774,6.439963252549125
1.3684660530243138,9.649969300340445
0.8803049874792026,7.703072279729626
0.24407646968955765,4.1856705787425454
0.9903538202225404,6.78309106349317
0.06877704223043679,4.4867080256672045
1.8186408041575641,12.845137053474595
0.5175599632000338,6.378831763043216
1.325044568707964,8.71583538874508
0.6234221521788219,7.519905071830209
1.0401360423556216,6.798829148985828
1.0934205586865593,9.053959887233068
0.3697089110510541,7.03900018106525
1.9391692555291171,11.705309952514897
1.550265646722229,10.185030504008374
1.8789978831283782,12.494640780729533
1.7896547008552977,11.444797850160288
1.1957999576221703,7.428336357044719
1.8437484700462337,12.287305325037195
0.176985004103839,2.8226213067930903
0.3919657248382904,5.433421054826634
0.09045457782107613,2.5328486548715774
0.6506606615265287,7.8032377126501835
0.777354579378964,6.103519604558583
0.5426980635477918,5.391428801533284
1.6574750183038587,12.100892308888964
0.7135066533871786,5.336668950501938
0.5618690193747615,6.036805031477937
1.085392166316497,9.734103585864911
0.2818484499495253,2.8017590151863985
1.6043939615080793,11.206603666072702
0.14910128735954165,4.005389231046132
1.9737738732010346,13.650692237782483
1.5444895385933148,9.485496982088492
0.3974313630683448,3.6667002022574473
0.011044234247204798,3.5771627368529217
1.6309228569096683,11.451598957781528
1.4137146876952342,10.319066288822048
1.4580143360819746,10.63651988990685
1.5425406933718915,10.032678745280966
0.14808930346818072,3.9727002145019075
0.7169314570885452,6.877729758741408
0.23173811905025943,3.444339177224929
1.726206851751187,13.496808769900692
1.2465962536551158,9.706814189187368
0.6617960497052984,5.1176767513238435
0.12711670057204727,4.292137111494066
0.6219646434313244,5.135141546929301
0.6503666440534941,7.038917824009922
1.4592123566761281,11.454657362388044
1.2751149427104262,8.55489239520042
1.774425485152653,12.835503555007588
0.9444298503238986,8.134930178555992
0.2391884918766034,5.018002619377508
1.42648957444599,12.029240854883897
1.5215700972337949,10.362462370166105
1.1225543951389925,7.859035811337472
1.541934359909122,9.820157369920087
0.9875911927287815,7.12214567867847
1.0454656587639881,8.150226584405837
0.8550820367170993,7.6165621584021395
0.05083825348819038,3.5308820667709706
0.2157828539866089,4.906097518969068
